,epoch,discriminator,discriminator (val),generator,Actual wasserstein-1 distance (Validation),Estimated Wasserstein-1 distance (Training),Estimated wasserstein-1 distance (Validation),Actual Wasserstein-2 distance,Mean Cond. Wasserstein-1 dist (Test),Mean Cond. Wasserstein-2 dist (Test)
357,7160,-0.06856106966733932,0.00160997174680233,-7.06685733795166,0.039310172,-0.03524261340498924,-0.0027185736689716578,0.046257116,1.4413012,1.6165378
358,7180,-0.08799323439598083,0.001200142316520214,-5.660717487335205,0.023391288,-0.04040275514125824,-0.00361525546759367,0.030793741,1.7912929,2.004555
359,7200,-0.06787379831075668,0.013067084364593029,-6.116060256958008,0.055950217,-0.03907160833477974,0.0002732955035753548,0.07064878,1.3118234,1.5213488
360,7220,-0.08682167530059814,0.007466360926628113,-5.650928974151611,0.013752288,-0.040800128132104874,-0.002395446179434657,0.02061626,1.4293157,1.6485885
361,7240,-0.09735264629125595,0.012157543562352657,-4.850630283355713,0.032750405,-0.049937378615140915,-0.0005347182159312069,0.036923777,1.466151,1.6477857
362,7260,-0.0669284462928772,-0.011337422765791416,-4.539154529571533,0.021534802,-0.03732534870505333,-0.007910661399364471,0.035837863,1.5152175,1.6917249
363,7280,-0.06960564106702805,-0.0009818598628044128,-5.379410266876221,0.033397723,-0.03139455243945122,-0.004412070848047733,0.04786619,1.4136981,1.607819
364,7300,-0.08037728071212769,-0.0032457374036312103,-6.02068567276001,0.06023745,-0.04378494620323181,-0.005328120198100805,0.06226557,2.1603842,2.3338718
365,7320,-0.12000182271003723,0.032886214554309845,-4.2548747062683105,0.05654412,-0.055320609360933304,0.006093820556998253,0.061165944,1.8540556,2.0344121
366,7340,-0.08667630702257156,0.0006083277985453606,-4.7849955558776855,0.035446234,-0.04231630265712738,-0.0043416195549070835,0.039758682,1.7251916,1.906039
367,7360,-0.09069801867008209,0.017137780785560608,-3.9130194187164307,0.07916433,-0.046316009014844894,0.0011353956069797277,0.09015244,1.934802,2.0875957
368,7380,-0.09962701797485352,0.018095195293426514,-6.088830471038818,0.070767425,-0.05308869108557701,0.002601905958727002,0.07437735,1.7394605,1.9331208
369,7400,-0.10268685966730118,-0.002894120290875435,-5.528302192687988,0.046250746,-0.05809205770492554,-0.009367212653160095,0.06775503,1.577236,1.7626272
370,7420,-0.0709807500243187,-0.013167993165552616,-4.987043857574463,0.037579324,-0.041090380400419235,-0.008003885857760906,0.041758128,1.775657,1.970005
371,7440,-0.07473818957805634,0.024527069181203842,-4.934473991394043,0.09695203,-0.02943466790020466,0.004711386747658253,0.10056292,2.9837618,3.113119
372,7460,-0.08071652799844742,0.02733464539051056,-5.883678913116455,0.09525002,-0.027580609545111656,0.0037970684934407473,0.10257528,2.9832013,3.1299145
373,7480,-0.07044738531112671,0.0028361184522509575,-5.292514324188232,0.016382521,-0.036164093762636185,-0.0035220463760197163,0.02624424,1.2583396,1.4475039
374,7500,-0.061898648738861084,0.004104619845747948,-6.447505474090576,0.04453011,-0.030822794884443283,-0.0018429434858262539,0.051591907,1.2841109,1.4625069
375,7520,-0.07004288583993912,-0.005790275521576405,-4.8698954582214355,0.03265481,-0.03718511015176773,-0.0057312482967972755,0.042102937,1.4242882,1.6013815
376,7540,-0.06391829252243042,0.011889971792697906,-5.7149338722229,0.06257713,-0.0338716022670269,0.00032862843363545835,0.067805104,2.1458578,2.3057413
377,7560,-0.10263606905937195,0.02375097945332527,-4.35329532623291,0.041173507,-0.054058752954006195,0.0028069147374480963,0.049148425,1.3601743,1.542254
378,7580,-0.08389700204133987,0.002735382877290249,-6.777767658233643,0.026688999,-0.042393773794174194,-0.003107089549303055,0.038885094,1.2929949,1.4792697
379,7600,-0.07809574902057648,-0.0019891271367669106,-6.836245059967041,0.032892745,-0.044608719646930695,-0.004870223347097635,0.03687619,1.5434784,1.7343069
380,7620,-0.07020571827888489,0.009906476363539696,-5.772112846374512,0.039715376,-0.037430230528116226,-0.0005521380226127803,0.0496572,1.2920283,1.4741728
381,7640,-0.0688726082444191,0.01586177572607994,-6.962467670440674,0.054749794,-0.03284555673599243,0.0013723038136959076,0.061410554,1.5758657,1.7399138
382,7660,-0.08430600166320801,0.005528828129172325,-4.69240665435791,0.049635477,-0.04024432972073555,-0.0033397471997886896,0.05314246,1.7563084,1.947385
383,7680,-0.10315051674842834,0.036187175661325455,-4.694843769073486,0.06234741,-0.05248197913169861,0.008106227964162827,0.065735556,2.402154,2.5603986
384,7700,-0.09294693171977997,0.014678738079965115,-3.6302103996276855,0.07859128,-0.04298682138323784,0.0013106436235830188,0.09094023,2.1286032,2.3037908
385,7720,-0.09621289372444153,0.005392491817474365,-5.164328575134277,0.06547121,-0.03966274484992027,-0.0026341790799051523,0.07176946,1.6594667,1.8187693
386,7740,-0.08696502447128296,0.021832825616002083,-5.359994411468506,0.06301213,-0.05701928213238716,0.0027810472529381514,0.072982214,1.8475642,2.0098836
387,7760,-0.05816823989152908,-0.014002741314470768,-4.826949119567871,0.020904642,-0.029466236010193825,-0.008314101956784725,0.040589098,1.3576149,1.5407361
388,7780,-0.07189156115055084,0.008226645179092884,-4.493317127227783,0.030091127,-0.034604549407958984,-0.0016869456740096211,0.03666752,1.5332161,1.7201227
389,7800,-0.07600162923336029,0.01865401864051819,-5.758249282836914,0.061656043,-0.03490280359983444,0.00301616033539176,0.06525819,1.7769753,1.9486189
390,7820,-0.07290753722190857,-0.0027840370312333107,-4.571774959564209,0.048900552,-0.03978752717375755,-0.004871470388025045,0.053878617,1.6008023,1.7841791
391,7840,-0.1102948933839798,0.03375466912984848,-4.77079439163208,0.057036474,-0.047995273023843765,0.004698256030678749,0.06599043,1.4389205,1.6304904
392,7860,-0.07352156192064285,0.005507214926183224,-5.2247538566589355,0.01921553,-0.043237973004579544,-0.0021402055863291025,0.032030992,1.3166759,1.5029372
393,7880,-0.0634651631116867,0.002789843827486038,-6.30761194229126,0.04843257,-0.043758880347013474,-0.002084205159917474,0.05581241,1.368539,1.5372006
394,7900,-0.0861939936876297,0.013364008627831936,-4.754046440124512,0.03365089,-0.04312606155872345,-0.0007200120599009097,0.041185252,1.3731729,1.5481845
395,7920,-0.07035095989704132,0.0015963083133101463,-5.756215572357178,0.023603974,-0.038281429558992386,-0.003073772182688117,0.03143686,1.55586,1.7328432
396,7940,-0.08633220940828323,0.0219641774892807,-6.365681171417236,0.071592115,-0.043016210198402405,0.002793265972286463,0.0800658,1.3795258,1.5457387
397,7960,-0.10970783233642578,0.0011635860428214073,-5.741248607635498,0.041865587,-0.059324245899915695,-0.0038511117454618216,0.047590356,1.4511752,1.6156887
398,7980,-0.08934643864631653,0.010531021282076836,-4.320854187011719,0.019657513,-0.03799474239349365,-0.0003026805934496224,0.03710876,1.3016739,1.4884896
399,8000,-0.09402569383382797,0.003932518884539604,-4.045243263244629,0.040214114,-0.05247369781136513,-0.002371610142290592,0.04730762,1.8355004,2.007098
400,8020,-0.08979743719100952,0.007517041638493538,-3.8479995727539062,0.014211347,-0.0525285080075264,-0.001973619218915701,0.026259124,1.5899637,1.7540987
401,8040,-0.05934824049472809,0.004177074879407883,-4.3254241943359375,0.018076563,-0.029604217037558556,-0.0023258898872882128,0.027117213,1.3394344,1.523117
402,8060,-0.06030941754579544,-0.0013113515451550484,-5.099325656890869,0.022720095,-0.02829284965991974,-0.0037744140718132257,0.02997405,1.3986663,1.5673903
403,8080,-0.06121210753917694,0.007097999565303326,-2.7134902477264404,0.03266855,-0.032146114856004715,-0.0020202891901135445,0.042923924,1.2220303,1.3903424
404,8100,-0.059899039566516876,0.0038508987054228783,-3.1686851978302,0.019109841,-0.03014003485441208,-0.0032857723999768496,0.028663952,1.4720317,1.6554195
405,8120,-0.08649914711713791,0.03636849671602249,-4.858859539031982,0.08994249,-0.04368646442890167,0.007114216219633818,0.09767579,2.1387665,2.2924778
406,8140,-0.104666568338871,0.08405420184135437,-4.804502487182617,0.15521707,-0.05529247596859932,0.020585453137755394,0.16960938,4.2486906,4.3346868
407,8160,-0.09516054391860962,0.020085742697119713,-4.17586088180542,0.07715037,-0.050080373883247375,0.0024590790271759033,0.08597919,2.191757,2.345617
408,8180,-0.07499593496322632,0.006795123219490051,-3.532745599746704,0.021675915,-0.03642754256725311,-0.0016363407485187054,0.028892532,1.3230438,1.5037619
409,8200,-0.07018537819385529,0.012859280221164227,-4.848603248596191,0.052263975,-0.03239458054304123,0.001218426157720387,0.05878871,2.4914517,2.6298683
410,8220,-0.08146002143621445,-0.006600835360586643,-4.70676326751709,0.013098491,-0.04784732684493065,-0.006228642072528601,0.019996304,1.211171,1.3748904
411,8240,-0.09016288071870804,0.007338861934840679,-5.280334949493408,0.052375022,-0.03942083939909935,-0.0011823232052847743,0.056538474,1.863162,2.040105
412,8260,-0.08514569699764252,-0.0027765613049268723,-4.033940315246582,0.030854942,-0.03830907493829727,-0.005151951219886541,0.03700291,1.4828376,1.6480745
413,8280,-0.06656348705291748,0.006755428854376078,-6.685463905334473,0.035712976,-0.03590479493141174,-0.0002352253213757649,0.04616505,1.3467251,1.5121938
414,8300,-0.0867033451795578,0.009748938493430614,-5.147272109985352,0.013123158,-0.03459871560335159,-0.0014000326627865434,0.021430459,1.6152666,1.7754918
415,8320,-0.08510924130678177,0.017908237874507904,-6.4236741065979,0.044263285,-0.05072472617030144,0.0018530415836721659,0.05375201,1.3054421,1.4689144
416,8340,-0.05045515298843384,0.006744778715074062,-4.447994232177734,0.02368757,-0.028103210031986237,-0.0014161219587549567,0.03452566,1.9408737,2.1040769
417,8360,-0.08809630572795868,0.015340104699134827,-4.35860013961792,0.045699626,-0.04608897119760513,0.000627819390501827,0.050527602,2.1972942,2.3453903
418,8380,-0.1289522647857666,0.03597008436918259,-4.925432205200195,0.019982092,-0.06335720419883728,0.00748754246160388,0.029780874,1.296824,1.4729745
419,8400,-0.09414875507354736,0.005654539912939072,-5.283510208129883,0.041844934,-0.054570503532886505,-0.003987306263297796,0.046722904,1.8798801,2.047114
420,8420,-0.07977406680583954,0.00947729405015707,-4.231605529785156,0.022894358,-0.03556997328996658,-0.001088751945644617,0.028092552,1.5068835,1.6773267
421,8440,-0.05888690799474716,0.0025108028203248978,-5.076696872711182,0.04120525,-0.03130434826016426,-0.003938538022339344,0.04752779,2.2111278,2.3643095
422,8460,-0.08127743005752563,-0.00015176273882389069,-6.431868553161621,0.01074125,-0.03503001108765602,-0.004040430765599012,0.02118022,1.3499079,1.5337688
423,8480,-0.0952567309141159,0.026103513315320015,-6.581252098083496,0.05128138,-0.042338356375694275,0.001280138618312776,0.054150347,1.7818683,1.9565811
424,8500,-0.09201592952013016,0.015336016193032265,-4.936155796051025,0.041529685,-0.05214258283376694,0.0009736638749018312,0.050262816,1.5923944,1.7364371
425,8520,-0.06596959382295609,0.013173098675906658,-5.033857345581055,0.041372053,-0.040397077798843384,0.0011544510489329696,0.04845085,1.7179193,1.8977753
426,8540,-0.07986439019441605,0.004411746747791767,-5.41370964050293,0.047547266,-0.043494489043951035,-0.0027086089830845594,0.05648273,1.9194876,2.0820284
427,8560,-0.07807464897632599,0.006629434414207935,-6.684413909912109,0.01147291,-0.042043495923280716,-0.0021148393861949444,0.020857358,1.6223633,1.779798
428,8580,-0.09197098016738892,0.009049855172634125,-4.1055006980896,0.015033372,-0.039823468774557114,-0.0016699364641681314,0.03190454,1.5743371,1.7341686
429,8600,-0.09982134401798248,0.015879493206739426,-4.95265531539917,0.05735706,-0.04729998856782913,0.001145504997111857,0.061520733,1.9310467,2.0825756
430,8620,-0.06588923931121826,0.0006231674924492836,-4.453638076782227,0.013400972,-0.03882395848631859,-0.003957877866923809,0.021596298,1.1596643,1.3170023
431,8640,-0.07335581630468369,0.012056468054652214,-5.251790523529053,0.047100656,-0.040982961654663086,0.0005495242075994611,0.050757878,1.4739941,1.6538278
432,8660,-0.06591936200857162,-0.007937418296933174,-6.215646266937256,0.022689342,-0.0305141843855381,-0.006001760251820087,0.031660173,1.5724543,1.7295038
433,8680,-0.07002740353345871,0.0009905248880386353,-4.041378974914551,0.023014186,-0.02907993085682392,-0.00360083463601768,0.032639176,1.5996482,1.7699673
434,8700,-0.08912423253059387,0.008094944059848785,-3.634148120880127,0.046219822,-0.04571620374917984,-0.0009678376954980195,0.065469116,1.5947188,1.7473427
435,8720,-0.09246806800365448,0.028671862557530403,-5.383377552032471,0.08648671,-0.04681839048862457,0.00634630024433136,0.0918042,2.7513354,2.8753812
436,8740,-0.1015508696436882,0.012966898269951344,-5.69007682800293,0.032289844,-0.05627019703388214,-3.255507908761501e-05,0.040570073,1.5352727,1.6932064
437,8760,-0.1137254387140274,0.029358532279729843,-5.963795185089111,0.07540966,-0.05274521932005882,0.004858359228819609,0.08017091,2.270556,2.4122725
438,8780,-0.09438548982143402,0.009821183979511261,-5.057788372039795,0.025510425,-0.030405722558498383,-0.0011779168853536248,0.037090983,1.5065593,1.6756111
439,8800,-0.06658104807138443,0.0022715358063578606,-5.000446796417236,0.025377462,-0.03086847998201847,-0.0025681685656309128,0.033243373,1.3441647,1.5082179
440,8820,-0.0908045545220375,0.009215046651661396,-2.781456232070923,0.0207817,-0.04219692572951317,-0.001764156622812152,0.034581043,1.5543143,1.7129025
441,8840,-0.07094864547252655,0.009750491939485073,-3.3054518699645996,0.019419149,-0.04441990703344345,-0.0011392690939828753,0.025548803,1.4772797,1.6431705
442,8860,-0.08605165034532547,0.02225557714700699,-5.342507362365723,0.049363155,-0.04670912027359009,0.0032462223898619413,0.05405319,1.6858199,1.8651923
443,8880,-0.0772775188088417,0.010882926173508167,-5.138221740722656,0.029728206,-0.046547405421733856,0.00030714631429873407,0.0343227,1.4499894,1.6086938
444,8900,-0.06896963715553284,0.013361932709813118,-5.355323791503906,0.04426384,-0.03567880392074585,0.0001835206348914653,0.051095504,2.1733859,2.3259397
445,8920,-0.09900010377168655,0.006232213228940964,-3.517090320587158,0.026721017,-0.049777861684560776,-0.0037584565579891205,0.038091376,1.4190266,1.5960563
446,8940,-0.05972297117114067,0.0051236944273114204,-5.0216193199157715,0.014321799,-0.025656666606664658,-0.002116785617545247,0.022587763,1.2003663,1.3644083
447,8960,-0.06721175462007523,0.0037563620135188103,-4.618068218231201,0.016505774,-0.033290911465883255,-0.0029266756027936935,0.026920544,1.2908428,1.461396
448,8980,-0.09270788729190826,0.027313873171806335,-6.283233642578125,0.06473305,-0.052600469440221786,0.005082038231194019,0.0736007,2.033642,2.1857138
449,9000,-0.08782905340194702,0.012777489610016346,-5.349345684051514,0.028994855,-0.043129462748765945,-0.0002577703562565148,0.040402837,1.1965587,1.3746529
450,9020,-0.07748161256313324,0.011438582092523575,-5.197684288024902,0.074298725,-0.04289296269416809,0.00027417068486101925,0.07646487,2.7683425,2.8842106
451,9040,-0.06613510102033615,0.014316166751086712,-3.5590157508850098,0.04955283,-0.03294619545340538,0.0014403144596144557,0.05271891,2.0008135,2.1527169
452,9060,-0.05973218381404877,0.0008890805765986443,-4.097551345825195,0.02853535,-0.03245753422379494,-0.00319500220939517,0.037423138,1.6708307,1.8419905
453,9080,-0.08247498422861099,0.011722811497747898,-5.234997272491455,0.030636653,-0.04242192581295967,-0.00011928912135772407,0.03821335,1.3077005,1.4744787
454,9100,-0.07463930547237396,0.0010838629677891731,-6.004115581512451,0.015354897,-0.03890002518892288,-0.0032895870972424746,0.02980148,1.3338401,1.5151505
455,9120,-0.09149419516324997,0.013925939798355103,-5.189850807189941,0.020067945,-0.04387473315000534,3.397069303900935e-05,0.026899498,1.4824288,1.6491505
456,9140,-0.08329497277736664,0.011489175260066986,-4.952750205993652,0.049454104,-0.044565219432115555,-0.0013370792148634791,0.056348443,2.7257972,2.847955
457,9160,-0.05363386496901512,0.003732512705028057,-4.643465518951416,0.027779507,-0.03256810083985329,-0.0016546726692467928,0.038039513,1.716496,1.8859162
458,9180,-0.07626653462648392,0.0055930716916918755,-5.540225028991699,0.0135608055,-0.03108597919344902,-0.002398008480668068,0.022124084,1.2497164,1.4243927
459,9200,-0.09495824575424194,0.01593569666147232,-4.67307710647583,0.05331331,-0.04271826148033142,0.0014030180172994733,0.0661691,1.4034321,1.547401
460,9220,-0.05426231026649475,-0.003945063799619675,-2.6058969497680664,0.013690058,-0.024996763095259666,-0.00573438685387373,0.022136683,1.1486696,1.3223021
461,9240,-0.08318543434143066,0.015519202686846256,-4.309546947479248,0.061790258,-0.04875621199607849,0.002149695297703147,0.0643418,1.6713377,1.8441494
462,9260,-0.052516765892505646,-0.0006199600175023079,-4.167784214019775,0.02420137,-0.026461107656359673,-0.0050041694194078445,0.031516954,1.237991,1.4048676
463,9280,-0.06081664189696312,0.017994042485952377,-3.4441118240356445,0.06834778,-0.02935737371444702,0.0024421531707048416,0.074791156,1.755144,1.9216797
464,9300,-0.09361786395311356,0.016328301280736923,-4.001658916473389,0.022404848,-0.04560836777091026,0.001164885237812996,0.03003849,1.4458538,1.6023564
465,9320,-0.07212987542152405,0.007595760747790337,-4.682223796844482,0.066230774,-0.04013889655470848,-0.0008387482375837862,0.07133294,1.5591868,1.7242616
466,9340,-0.10113874822854996,0.0360468327999115,-5.897724628448486,0.046482164,-0.05523198843002319,0.006521070376038551,0.057625733,1.4139161,1.5615239
467,9360,-0.08167674392461777,0.016391124576330185,-5.002493381500244,0.013298691,-0.03792253136634827,0.0008647625800222158,0.022938956,1.1849897,1.3484468
468,9380,-0.0756714791059494,0.005505209323018789,-6.293825626373291,0.05106025,-0.04039982333779335,-0.0008399402140639722,0.06175012,1.2028292,1.360502
469,9400,-0.07442034035921097,0.010371256619691849,-4.07357120513916,0.034017086,-0.03920746594667435,-0.0006400389247573912,0.039134864,1.4699358,1.6515259
470,9420,-0.06658664345741272,0.013903153128921986,-4.86422061920166,0.062385358,-0.04209374636411667,0.0004905258538201451,0.067764096,1.6492485,1.8130325
471,9440,-0.07333600521087646,0.0033946577459573746,-5.670688152313232,0.031326286,-0.03717239573597908,-0.002691342495381832,0.03540861,1.314475,1.4914612
472,9460,-0.0835849940776825,0.009347386658191681,-4.530882358551025,0.022552688,-0.04243813082575798,-0.0014188048662617803,0.028945819,1.2431113,1.4065394
473,9480,-0.09407304227352142,0.02347720041871071,-4.078725814819336,0.02191819,-0.05135258659720421,0.002640736987814307,0.039672557,1.4305936,1.604152
474,9500,-0.08155708760023117,0.021010929718613625,-6.297250747680664,0.051486447,-0.05375155061483383,0.0028100786730647087,0.057089813,2.1154199,2.2778234
475,9520,-0.07754828035831451,0.013426053337752819,-6.303571701049805,0.03910947,-0.041510194540023804,0.0007723934249952435,0.045425195,1.3299172,1.4897814
476,9540,-0.07229027152061462,0.01769925095140934,-5.763240814208984,0.060282256,-0.0451921746134758,0.002258955268189311,0.06557483,2.065427,2.2198343
477,9560,-0.07139316201210022,0.009161173366010189,-6.6302103996276855,0.045205213,-0.043224819004535675,1.8368169548921287e-05,0.057922017,1.2491276,1.4109732
478,9580,-0.0748387798666954,-0.0034768041223287582,-3.6197187900543213,0.035499144,-0.029358698055148125,-0.005132119636982679,0.047074802,1.402144,1.5596994
479,9600,-0.06317406892776489,0.009196923114359379,-6.650683403015137,0.024907578,-0.03611508011817932,-0.0003311023465357721,0.03144149,1.3999846,1.5646379
480,9620,-0.09833036363124847,-0.014450312592089176,-6.353194236755371,0.07337007,-0.04680425673723221,-0.007387146819382906,0.08241089,1.4602349,1.6281128
481,9640,-0.08408111333847046,0.014192955568432808,-6.723929405212402,0.030284284,-0.041940897703170776,0.0013453626306727529,0.038057934,1.5672848,1.7213064
482,9660,-0.06048114225268364,0.0022697998210787773,-5.448929786682129,0.018710462,-0.032071031630039215,-0.00317652290686965,0.030777821,1.7064556,1.8661885
483,9680,-0.08368297666311264,0.016694366931915283,-4.657825946807861,0.022815274,-0.04737241193652153,0.0005663494812324643,0.031972766,1.6571692,1.831968
484,9700,-0.09216167032718658,0.013253583572804928,-5.096832752227783,0.040342946,-0.045437686145305634,0.000586503476370126,0.05623085,1.518425,1.6871713
485,9720,-0.060294926166534424,0.009044710546731949,-4.3171892166137695,0.036032036,-0.03577582165598869,-0.0009446368785575032,0.044297423,1.4146441,1.5659508
486,9740,-0.07491600513458252,0.029087591916322708,-3.300415515899658,0.061351612,-0.040732491761446,0.0038478290662169456,0.06769492,2.2350051,2.3885736
487,9760,-0.08934210240840912,0.02222166210412979,-4.527687072753906,0.038117677,-0.04643739387392998,0.002847743919119239,0.047039345,2.2665796,2.4013462
488,9780,-0.08394142985343933,0.024694528430700302,-5.747761249542236,0.05109344,-0.03306864574551582,0.00238690129481256,0.05681991,1.6539445,1.8176286
489,9800,-0.10016026347875595,0.014104200527071953,-4.212724208831787,0.031010032,-0.049433350563049316,-0.0015714761102572083,0.040301207,2.0352979,2.186829
490,9820,-0.0686170682311058,0.008102350868284702,-4.6587724685668945,0.03525553,-0.032811250537633896,-0.0009684010874480009,0.040548027,1.5553296,1.7190684
491,9840,-0.0747995525598526,0.01006232388317585,-4.362336158752441,0.022199387,-0.04074126482009888,-0.00036482015275396407,0.027534826,1.3688205,1.5244766
492,9860,-0.0677962675690651,0.017216425389051437,-5.089317321777344,0.034713887,-0.030943216755986214,0.001111446414142847,0.039046966,1.6367189,1.787876
493,9880,-0.09450126439332962,0.011774452403187752,-4.542200088500977,0.06654994,-0.044307414442300797,-0.0021790526807308197,0.07129185,2.7194161,2.8435035
494,9900,-0.07206397503614426,0.018719863146543503,-4.59739875793457,0.026304204,-0.04175220802426338,0.002021520398557186,0.0339148,1.5024182,1.6577319
495,9920,-0.07079518586397171,0.0028828829526901245,-5.855576515197754,0.04455173,-0.0387234129011631,-0.00332634593360126,0.048344184,1.4323262,1.5784568
496,9940,-0.0691724568605423,0.013381917960941792,-4.939242839813232,0.017673654,-0.042472727596759796,0.0008304722141474485,0.02623129,1.4992679,1.6536463
497,9960,-0.057349663227796555,0.0012476211413741112,-4.138729572296143,0.027028382,-0.03343500196933746,-0.003659798763692379,0.034414023,1.4337318,1.6009386
498,9980,-0.06742659956216812,0.02628740295767784,-5.409369945526123,0.06504118,-0.03325478360056877,0.004596587270498276,0.06776185,1.6388881,1.803432
499,10000,-0.0644185021519661,0.01875247061252594,-4.8116936683654785,0.011531291,-0.04217439889907837,0.0015722119715064764,0.024719778,1.2178891,1.3816212
